TP,TN,FP,FN,Accuracy,Sensitivity(Recall),Specificity,Precision
0.506517836234486,0.011006166575599094,0.4763874795097962,0.006088517680118649,0.5175240028100851,0.9881224303334856,0.022581678411274824,0.5153271918678526
0.5054250253688236,0.013269846225899617,0.47412379985949576,0.00718132854578097,0.5186948715947233,0.9859905588548804,0.02722613709160794,0.5159773687146386
0.5044883303411131,0.015143236281320738,0.4722504098040747,0.008118023573491532,0.5196315666224338,0.9841632404446474,0.03106982703395259,0.5165028370494685
0.5030052298805714,0.017016626336741864,0.4703770197486536,0.009601124034033254,0.5200218562173132,0.981269986295112,0.034913516976297236,0.5167602245388933
0.5019904769338851,0.018109437202404183,0.46928420888299116,0.010615876980719694,0.5200999141362892,0.979290391350693,0.037155669442664956,0.5168367756971792
0.500663492311295,0.020451174771680587,0.46694247131371475,0.011942861603309653,0.5211146670829756,0.9767016902695294,0.04196028187059578,0.5174249757986448
0.49871204433689803,0.023573491530715786,0.4638201545546797,0.013894309577706659,0.5222855358676137,0.9728947769148774,0.0483664317745035,0.5181250506852647
0.4970728280384044,0.027710561236437437,0.4596830848489578,0.015533525876200141,0.5247833892748419,0.9696969696969697,0.05685458039718131,0.5195398547768623
0.49410662711732095,0.03145734134727968,0.4559363047381157,0.018499726797283587,0.5255639684646007,0.9639104613978986,0.06454196028187059,0.5200887355188563
0.4913745999531653,0.03598470064788072,0.4514089454375146,0.021231753961439382,0.5273593006010461,0.9585807827013858,0.07383087764253683,0.5211955621791687
0.4887986886269612,0.04144875497619234,0.44594489110920316,0.023807665287643432,0.5302474436031536,0.953555657073245,0.08504163997437539,0.5229227557411273
0.4843493872453361,0.049332604792756224,0.438061041292639,0.0282569666692686,0.5336819920380924,0.9448758946246383,0.10121716848174249,0.5250909706355252
0.478573101241121,0.05979236593552418,0.42760128014987125,0.03403325267348371,0.5383654671766451,0.9336074310948683,0.12267777065983347,0.5281247308123008
0.4711575989384124,0.07228163297166498,0.4151120131137304,0.04144875497619233,0.5434392319100773,0.9191411603471905,0.14830237027546445,0.5316188127532148
0.4610100694715479,0.08734681133400982,0.4000468347513855,0.05159628444305676,0.5483568808055578,0.8993452109029998,0.1792120435618193,0.5354002356993925
0.44953555538209355,0.10608071188822107,0.3813129341971743,0.06307079853251114,0.5556162672703145,0.8769605603776457,0.21764894298526588,0.5410559939872229
0.43564124580438685,0.12645382874092578,0.3609398173444696,0.07696510811021778,0.5620950745453126,0.8498553372925232,0.259449071108264,0.5468887800097991
0.42159082038872847,0.1498712044336898,0.3375224416517056,0.0910155335258762,0.5714620248224183,0.8224455611390286,0.30749519538757203,0.5553727506426736
0.40473030988993836,0.17789399734603073,0.3094996487393646,0.10787604402466631,0.5826243072359691,0.7895538297548348,0.3649903907751441,0.5666666666666667
0.38685504644446195,0.2039653422839747,0.28342830380142064,0.12575130747014288,0.5908203887284366,0.754682503426222,0.4184817424727738,0.57715150809363
0.3684333775661541,0.23003668722191864,0.25735695886347676,0.14417297634845055,0.5984700647880727,0.7187452413583066,0.4719730941704035,0.5887489085692902
0.35032394036374986,0.25158067285926156,0.2358129732261338,0.1622824135508547,0.6019046132230115,0.6834170854271356,0.516175528507367,0.5976827806632041
0.3301849972679728,0.2735930060104597,0.21380064007493563,0.18242135664663184,0.6037780032784326,0.6441297396071265,0.5613388853299166,0.6069737408523461
0.30895324330653345,0.29287331199750216,0.19452033408789318,0.2036531106080712,0.6018265553040356,0.6027105223085123,0.6008968609865472,0.6136434108527132
