TP,TN,FP,FN,Accuracy,Sensitivity(Recall),Specificity,Precision
0.5085473421278588,0.00655686519397393,0.48083678089142146,0.004059011786745764,0.5151042073218328,0.9920816202223238,0.01345291479820628,0.5140039447731755
0.5079228787760518,0.00764967605963625,0.47974397002575914,0.004683475138552806,0.5155725548356881,0.9908634079488351,0.01569506726457399,0.5142653916067336
0.5076887050191241,0.00827413941144329,0.47911950667395214,0.004917648895480445,0.5159628444305675,0.9904065783462769,0.01697629724535554,0.5144755576649264
0.5074545312621964,0.008664429006322692,0.4787292170790726,0.005151822652408087,0.5161189602685192,0.9899497487437185,0.017777065983344012,0.5145638752572423
0.5072203575052688,0.009210834439153853,0.47818281164624155,0.005385996409335726,0.5164311919444228,0.9894929191411604,0.01889814221652787,0.5147338403041825
0.5071422995862931,0.009601124034033253,0.4777925220513622,0.005464054328311606,0.5167434236203263,0.9893406426069742,0.019698910954516334,0.5148993501347282
0.5069861837483413,0.009913355709936773,0.4774802903754585,0.005620170166263366,0.5168995394582782,0.9890360895386021,0.02033952594490711,0.5149857278782112
0.5068300679103895,0.010303645304816172,0.4770900007805792,0.005776286004215126,0.5171337132152056,0.98873153647023,0.021140294682895577,0.5151130503768345
0.5065958941534618,0.010615876980719694,0.4767777691046756,0.006010459761142768,0.5172117711341816,0.9882747068676717,0.02178090967328636,0.5151611366883633
0.506517836234486,0.011006166575599094,0.4763874795097962,0.006088517680118649,0.5175240028100851,0.9881224303334856,0.022581678411274824,0.5153271918678526
0.506517836234486,0.011630629927406133,0.47576301615798927,0.006088517680118649,0.5181484661618921,0.9881224303334856,0.023862908392056365,0.5156547997457088
0.50643977831551,0.011942861603309657,0.4754507844820856,0.006166575599094528,0.5183826399188198,0.9879701537992995,0.024503523382447157,0.5157802687018046
0.5063617203965342,0.012098977441261415,0.47529466864413406,0.006244633518070408,0.5184606978377956,0.9878178772651135,0.02482383087764253,0.5158237913486005
0.5062056045585824,0.012098977441261415,0.47529466864413406,0.006400749356022168,0.5183045819998439,0.9875133241967412,0.02482383087764253,0.5157467790679179
0.5059714308016546,0.012333151198189056,0.4750604948872063,0.006634923112949809,0.5183045819998439,0.9870564945941831,0.02530429212043562,0.5157542966263525
0.505815314963703,0.012567324955116694,0.47482632113027856,0.006791038950901568,0.5183826399188198,0.9867519415258108,0.025784753363228698,0.5158003661545809
0.505815314963703,0.012801498712044335,0.47459214737335104,0.006791038950901568,0.5186168136757474,0.9867519415258108,0.026265214606021776,0.5159235668789809
0.5055811412067753,0.013035672468971972,0.47435797361642346,0.007025212707829211,0.5186168136757473,0.9862951119232527,0.02674567584881485,0.5159311773140034
0.5054250253688236,0.013191788306923734,0.4742018577784716,0.00718132854578097,0.5186168136757474,0.9859905588548804,0.027065983344010242,0.5159362549800797
0.5054250253688236,0.013269846225899617,0.47412379985949576,0.00718132854578097,0.5186948715947233,0.9859905588548804,0.02722613709160794,0.5159773687146386
0.5054250253688236,0.013425962063851377,0.473967684021544,0.00718132854578097,0.518850987432675,0.9859905588548804,0.027546444586803328,0.516059615844425
0.5052689095308718,0.013582077901803139,0.4738115681835922,0.007337444383732732,0.518850987432675,0.9856860057865082,0.02786675208199872,0.5160647373036753
0.5052689095308718,0.01381625165873078,0.4735773944266647,0.007337444383732732,0.5190851611896026,0.9856860057865082,0.028347213324791797,0.516188197767145
0.5050347357739442,0.01405042541565842,0.473343220669737,0.007571618140660369,0.5190851611896027,0.9852291761839501,0.02882767456758488,0.5161959470240944
0.5048005620170165,0.014284599172586064,0.4731090469128093,0.00780579189758801,0.5190851611896027,0.9847723465813918,0.029308135810377972,0.5162037037037036
0.5046444461790649,0.014440715010537822,0.47295293107485753,0.007961907735539772,0.5190851611896027,0.9844677935130197,0.029628443305573356,0.5162088789524114
0.5046444461790649,0.01467488876746546,0.4727187573179299,0.007961907735539772,0.5193193349465304,0.9844677935130197,0.03010890454836643,0.516332561297021
0.5046444461790649,0.01483100460541722,0.47256264147997823,0.007961907735539772,0.5194754507844821,0.9844677935130197,0.030429212043561814,0.5164150491253295
0.5045663882600889,0.0149090625243931,0.4724845835610023,0.008039965654515651,0.519475450784482,0.9843155169788335,0.030589365791159513,0.516417671966126
0.5044883303411131,0.015143236281320738,0.4722504098040747,0.008118023573491532,0.5196315666224338,0.9841632404446474,0.03106982703395259,0.5165028370494685
0.5044102724221371,0.0152993521192725,0.47209429396612285,0.008196081492467411,0.5197096245414097,0.9840109639104614,0.03139013452914798,0.516546762589928
0.5044102724221371,0.01537741003824838,0.47201623604714704,0.008196081492467411,0.5197876824603855,0.9840109639104614,0.03155028827674567,0.5165880565992484
0.5040980407462337,0.01576769963312778,0.47162594645226763,0.008508313168370932,0.5198657403793614,0.983401857773717,0.03235105701473414,0.51664
0.5038638669893061,0.01584575755210366,0.4715478885332918,0.008742486925298573,0.5197096245414097,0.9829450281711588,0.03251121076233183,0.5165653008962868
0.5035516353134026,0.0160799313090313,0.4713137147763642,0.009054718601202091,0.5196315666224338,0.9823359220344144,0.03299167200512491,0.5165345504043558
0.5034735773944267,0.016236047146983058,0.4711575989384124,0.009132776520177972,0.5197096245414096,0.9821836455002284,0.03331197950032029,0.5165785679961556
0.503317461556475,0.016392162984934823,0.47100148310046064,0.00928889235812973,0.5197096245414098,0.9818790924318563,0.03363228699551569,0.5165838807883353
0.5031613457185232,0.016392162984934823,0.47100148310046064,0.009445008196081493,0.519553508703458,0.981574539363484,0.03363228699551569,0.5165064102564102
